place_id,place_name,category,location,district,rating,budget_min_LKR,budget_max_LKR,latitude,longitude,budget_level,description,tags
27,St Michael's College,Historical,Batticaloa,Batticaloa,3.6,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
28,Eravur Beach,Beach,Batticaloa,Batticaloa,3.1,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
29,St Michael's College,Historical,Batticaloa,Batticaloa,4.6,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
30,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.3,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
31,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.3,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
32,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.5,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
33,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.4,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
34,St Michael's College,Historical,Batticaloa,Batticaloa,3.8,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
35,Kalkudah Beach,Beach,Batticaloa,Batticaloa,5.0,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
36,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
37,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.0,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
38,St Michael's College,Historical,Batticaloa,Batticaloa,4.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
39,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.1,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
40,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.4,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
41,St Michael's College,Historical,Batticaloa,Batticaloa,4.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
42,Eravur Beach,Beach,Batticaloa,Batticaloa,4.8,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
43,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.5,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
44,Eravur Beach,Beach,Batticaloa,Batticaloa,4.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
45,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.3,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
46,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.1,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
47,Eravur Beach,Beach,Batticaloa,Batticaloa,4.4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
48,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.9,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
49,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.9,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
50,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
51,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.5,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
52,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.5,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
53,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
54,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
55,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.8,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
56,St Michael's College,Historical,Batticaloa,Batticaloa,4.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
57,Eravur Beach,Beach,Batticaloa,Batticaloa,4.0,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
58,Pasikuda Beach,Beach,Batticaloa,Batticaloa,5.0,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
59,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
60,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
61,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.2,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
62,Eravur Beach,Beach,Batticaloa,Batticaloa,3.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
63,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
64,St Michael's College,Historical,Batticaloa,Batticaloa,3.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
65,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.7,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
66,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.9,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
67,Eravur Beach,Beach,Batticaloa,Batticaloa,3.9,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
68,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.6,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
69,St Michael's College,Historical,Batticaloa,Batticaloa,4.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
70,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.7,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
71,Eravur Beach,Beach,Batticaloa,Batticaloa,3.2,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
72,St Michael's College,Historical,Batticaloa,Batticaloa,3.3,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
73,Eravur Beach,Beach,Batticaloa,Batticaloa,3.5,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
74,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.1,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
75,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.1,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
76,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.5,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
77,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.3,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
78,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.3,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
79,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
80,Eravur Beach,Beach,Batticaloa,Batticaloa,4.2,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
81,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.9,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
82,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
83,Eravur Beach,Beach,Batticaloa,Batticaloa,3.4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
84,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.5,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
85,St Michael's College,Historical,Batticaloa,Batticaloa,4.6,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
86,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
87,St Michael's College,Historical,Batticaloa,Batticaloa,4.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
88,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
89,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
90,Eravur Beach,Beach,Batticaloa,Batticaloa,4.7,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
91,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.9,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
92,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.2,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
93,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.8,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
94,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.7,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
95,St Michael's College,Historical,Batticaloa,Batticaloa,3.9,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
96,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
97,Eravur Beach,Beach,Batticaloa,Batticaloa,4.6,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
98,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
99,Eravur Beach,Beach,Batticaloa,Batticaloa,3.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
100,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.5,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
101,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.4,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
102,Eravur Beach,Beach,Batticaloa,Batticaloa,3.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
103,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
104,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.1,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
105,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.4,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
106,Eravur Beach,Beach,Batticaloa,Batticaloa,4.1,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
107,Eravur Beach,Beach,Batticaloa,Batticaloa,4.9,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
108,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.1,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
109,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.6,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
110,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
111,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
112,St Michael's College,Historical,Batticaloa,Batticaloa,3.7,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
113,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.0,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
114,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
115,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.0,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
116,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
117,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
118,St Michael's College,Historical,Batticaloa,Batticaloa,3.9,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
119,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.2,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
120,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.6,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
121,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
122,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.4,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
123,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.3,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
124,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.1,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
125,St Michael's College,Historical,Batticaloa,Batticaloa,4.5,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
126,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.0,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
127,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
128,St Michael's College,Historical,Batticaloa,Batticaloa,4.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
129,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.1,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
130,St Michael's College,Historical,Batticaloa,Batticaloa,3.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
131,Eravur Beach,Beach,Batticaloa,Batticaloa,3.9,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
132,Kallady Bridge,Nature,Batticaloa,Batticaloa,5.0,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
133,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.5,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
134,Eravur Beach,Beach,Batticaloa,Batticaloa,4.5,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
135,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
136,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.9,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
137,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
138,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.9,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
139,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.6,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
140,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.4,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
141,Eravur Beach,Beach,Batticaloa,Batticaloa,4.2,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
142,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
143,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.3,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
144,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.2,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
145,St Michael's College,Historical,Batticaloa,Batticaloa,3.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
146,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
147,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.7,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
148,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.2,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
149,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
150,Eravur Beach,Beach,Batticaloa,Batticaloa,3.6,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
151,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.5,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
152,St Michael's College,Historical,Batticaloa,Batticaloa,4.0,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
153,Eravur Beach,Beach,Batticaloa,Batticaloa,4.6,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
154,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.9,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
155,St Michael's College,Historical,Batticaloa,Batticaloa,3.8,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
156,Batticaloa Fort,Historical,Batticaloa,Batticaloa,5.0,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
157,St Michael's College,Historical,Batticaloa,Batticaloa,4.3,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
158,Eravur Beach,Beach,Batticaloa,Batticaloa,4.7,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
159,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.3,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature"
160,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
161,St Michael's College,Historical,Batticaloa,Batticaloa,4.7,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
162,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.0,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
163,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.3,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature"
164,Eravur Beach,Beach,Batticaloa,Batticaloa,3.8,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
165,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic"
166,St Michael's College,Historical,Batticaloa,Batticaloa,4.8,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture"
167,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.8,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical"
168,Eravur Beach,Beach,Batticaloa,Batticaloa,3.6,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature"
169,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.9,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family"
