place_id,place_name,category,location,district,rating,budget_min_LKR,budget_max_LKR,latitude,longitude,budget_level,description,tags
19,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.2,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
20,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.5,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
21,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.4,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
22,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.1,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
23,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.3,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
24,Negombo Beach,Beach,Gampaha,Gampaha,3.9,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
25,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.1,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
26,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.5,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
27,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.6,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
28,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.1,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
29,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.5,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
30,Negombo Beach,Beach,Gampaha,Gampaha,4.5,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
31,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.2,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
32,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.9,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
33,Negombo Beach,Beach,Gampaha,Gampaha,3.2,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
34,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.1,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
35,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.4,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
36,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.5,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
37,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.9,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
38,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.5,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
39,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.5,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
40,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.2,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
41,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.9,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
42,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.9,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
43,Negombo Beach,Beach,Gampaha,Gampaha,3.3,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
44,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.1,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
45,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.7,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
46,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.1,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
47,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.9,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
48,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.8,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
49,Negombo Fish Market,Cultural,Gampaha,Gampaha,5.0,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
50,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.7,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
51,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.5,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
52,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.7,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
53,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.2,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
54,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.1,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
55,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.5,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
56,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.5,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
57,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.9,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
58,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.0,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
59,Negombo Beach,Beach,Gampaha,Gampaha,5.0,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
60,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.0,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
61,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,5.0,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
62,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.0,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
63,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.4,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
64,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.0,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
65,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.6,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
66,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.0,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
67,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.9,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
68,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.2,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
69,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.7,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
70,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.5,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
71,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.5,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
72,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.6,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
73,Negombo Beach,Beach,Gampaha,Gampaha,4.1,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
74,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.8,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
75,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.2,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
76,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.6,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
77,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.0,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
78,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.4,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
79,Negombo Beach,Beach,Gampaha,Gampaha,4.2,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
80,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.1,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
81,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.8,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
82,Negombo Beach,Beach,Gampaha,Gampaha,4.8,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
83,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.7,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
84,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.8,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
85,Negombo Beach,Beach,Gampaha,Gampaha,4.7,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
86,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.5,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
87,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.9,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
88,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.6,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
89,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.1,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
90,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.1,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
91,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.1,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
92,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.0,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
93,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.3,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
94,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.5,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
95,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.9,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
96,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.2,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
97,Negombo Beach,Beach,Gampaha,Gampaha,3.4,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
98,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.6,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
99,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.3,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
100,Negombo Beach,Beach,Gampaha,Gampaha,4.0,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
101,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.1,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
102,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.5,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
103,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.0,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
104,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.3,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
105,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.0,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
106,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.0,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
107,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.1,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
108,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.2,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
109,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.0,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
110,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.1,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
111,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.6,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
112,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.2,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
113,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.8,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
114,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.7,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
115,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.7,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
116,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.0,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
117,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.3,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
118,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.2,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
119,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.2,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
120,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.1,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
121,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.4,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
122,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.3,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
123,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.7,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
124,Negombo Beach,Beach,Gampaha,Gampaha,4.5,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
125,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.9,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
126,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.7,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
127,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.0,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
128,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.6,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
129,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.9,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
130,Negombo Beach,Beach,Gampaha,Gampaha,3.7,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
131,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.1,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
132,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.1,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
133,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.1,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
134,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.5,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
135,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.4,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
136,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.0,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
137,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.8,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
138,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.1,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
139,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.1,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
140,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.6,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
141,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.5,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
142,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.3,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
143,Negombo Beach,Beach,Gampaha,Gampaha,3.1,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
144,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.5,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
145,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.7,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
146,Negombo Beach,Beach,Gampaha,Gampaha,3.0,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
147,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.8,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
148,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.0,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
149,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.2,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
150,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.0,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
151,Negombo Fish Market,Cultural,Gampaha,Gampaha,4.1,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
152,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.4,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
153,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.1,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
154,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.0,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
155,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.8,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
156,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.7,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
157,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.5,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
158,Negombo Beach,Beach,Gampaha,Gampaha,3.7,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
159,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.7,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
160,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.5,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
161,Negombo Fish Market,Cultural,Gampaha,Gampaha,3.6,0,300,7.2096,79.8356,Low,Bustling early morning fish market,"market,fish,culture,local"
162,Negombo Beach,Beach,Gampaha,Gampaha,4.3,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
163,Muthurajawela Wetland,Nature,Gampaha,Gampaha,4.8,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
164,Negombo Beach,Beach,Gampaha,Gampaha,4.9,300,1500,7.2096,79.8356,Low,Popular beach town with lagoon,"beach,lagoon,fishing,relaxation"
165,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.5,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
166,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.8,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
167,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.3,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
168,Lellama Fish Market,Cultural,Gampaha,Gampaha,3.8,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
169,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.2,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
170,Lellama Fish Market,Cultural,Gampaha,Gampaha,4.4,0,200,7.2,79.84,Low,Authentic local fish market experience,"market,fish,local,culture"
171,Muthurajawela Wetland,Nature,Gampaha,Gampaha,3.5,500,1500,7.1333,79.9,Medium,Unique wetland with boat safari and birds,"wetland,birds,boat,nature"
172,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.9,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
173,St Mary's Church Negombo,Religious,Gampaha,Gampaha,4.8,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
174,St Mary's Church Negombo,Religious,Gampaha,Gampaha,3.9,0,300,7.2096,79.8356,Low,Historic Catholic church in Negombo,"church,catholic,colonial,religious"
175,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,3.4,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
176,Henarathgoda Botanical Garden,Nature,Gampaha,Gampaha,4.2,300,800,7.1667,80.0167,Low,Second oldest botanical garden in Sri Lanka,"garden,botanical,nature,scenic"
