place_id,place_name,category,location,district,rating,budget_min_LKR,budget_max_LKR,latitude,longitude,budget_level,description,tags
41,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.4,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
42,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.9,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
43,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.3,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
44,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.0,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
45,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.7,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
46,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.3,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
47,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.6,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
48,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.0,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
49,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,5.0,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
50,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.7,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
51,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.9,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
52,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.4,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
53,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.0,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
54,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.3,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
55,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.8,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
56,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.6,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
57,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.4,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
58,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.9,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
59,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.5,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
60,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.9,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
61,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.3,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
62,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.2,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
63,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.2,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
64,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.9,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
65,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.9,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
66,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.5,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
67,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.9,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
68,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.7,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
69,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.5,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
70,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.0,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
71,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.5,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
72,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.4,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
73,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.5,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
74,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.8,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
75,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.3,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
76,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.8,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
77,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.4,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
78,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.8,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
79,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.1,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
80,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.1,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
81,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.8,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
82,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.9,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
83,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.7,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
84,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.8,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
85,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.9,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
86,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.5,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
87,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.1,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
88,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.6,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
89,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.0,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
90,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,3.9,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
91,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.8,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
92,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.4,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
93,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.8,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
94,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.1,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
95,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.2,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
96,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.2,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
97,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.3,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
98,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.4,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
99,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,3.8,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
100,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.9,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
101,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.5,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
102,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.6,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
103,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.5,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
104,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.9,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
105,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.1,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
106,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,3.4,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
107,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.6,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
108,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.5,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
109,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.4,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
110,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.2,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
111,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.3,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
112,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.1,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
113,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.9,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
114,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.5,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
115,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.2,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
116,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.6,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
117,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.9,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
118,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,4.2,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
119,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.2,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
120,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.8,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
121,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.2,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
122,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.2,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
123,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.7,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
124,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.6,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
125,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.6,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
126,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.1,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
127,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,3.1,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
128,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,3.0,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
129,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.6,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
130,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.9,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
131,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.3,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
132,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.4,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
133,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.4,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
134,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.9,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
135,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.2,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
136,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.5,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
137,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.9,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
138,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.5,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
139,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.7,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
140,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.6,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
141,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.5,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
142,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.1,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
143,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.7,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
144,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.7,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
145,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.0,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
146,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.6,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
147,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,3.6,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
148,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.4,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
149,Iranamadu Tank,Nature,Kilinochchi,Kilinochchi,4.1,0,500,9.3167,80.35,Low,Large irrigation reservoir with bird watching,"tank,birds,nature,scenic"
150,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.9,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
151,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.5,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
152,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,4.0,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
153,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,4.4,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
154,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.9,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
155,Kilinochchi Water Tower,Historical,Kilinochchi,Kilinochchi,3.2,0,300,9.3833,80.4,Low,Iconic water tower damaged in war - symbol of resilience,"tower,war,historical,landmark"
156,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.8,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
157,Giant Water Tank,Nature,Kilinochchi,Kilinochchi,3.6,0,500,9.35,80.3833,Low,Large ancient irrigation tank with scenic views,"tank,nature,scenic,ancient"
158,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.7,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
159,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,4.1,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
160,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,5.0,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
161,Poovarasankulam,Nature,Kilinochchi,Kilinochchi,3.7,0,400,9.4167,80.3833,Low,Ancient tank with diverse bird species,"tank,birds,nature,peaceful"
162,Kilinochchi Town Center,Cultural,Kilinochchi,Kilinochchi,3.5,100,400,9.3897,80.4006,Low,War-rebuilt town showing resilience and reconstruction,"culture,town,historical,resilience"
