place_id,place_name,category,location,district,rating,budget_min_LKR,budget_max_LKR,latitude,longitude,budget_level,description,tags
16,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.2,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
17,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.7,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
18,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.9,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
19,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.7,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
20,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.1,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
21,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.5,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
22,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,3.7,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
23,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.1,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
24,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.4,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
25,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,3.7,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
26,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.1,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
27,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.7,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
28,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.3,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
29,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.9,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
30,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.5,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
31,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
32,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.2,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
33,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.4,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
34,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,5.0,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
35,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.4,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
36,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.4,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
37,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.7,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
38,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.3,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
39,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,5.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
40,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.3,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
41,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.1,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
42,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.8,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
43,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.4,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
44,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.6,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
45,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.4,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
46,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.6,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
47,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.6,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
48,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.7,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
49,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.7,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
50,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.3,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
51,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.1,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
52,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,5.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
53,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.1,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
54,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.6,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
55,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.3,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
56,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.3,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
57,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.9,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
58,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.7,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
59,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.3,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
60,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.5,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
61,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.9,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
62,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.7,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
63,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.3,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
64,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.3,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
65,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.7,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
66,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.8,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
67,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.5,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
68,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.5,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
69,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.2,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
70,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.0,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
71,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.2,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
72,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.3,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
73,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.4,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
74,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.7,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
75,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.1,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
76,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.2,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
77,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.5,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
78,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.5,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
79,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.2,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
80,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.0,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
81,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.6,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
82,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.0,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
83,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.6,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
84,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.4,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
85,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.9,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
86,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.9,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
87,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.2,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
88,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.7,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
89,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.5,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
90,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,5.0,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
91,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.5,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
92,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.1,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
93,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,3.5,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
94,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.5,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
95,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.3,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
96,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.6,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
97,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.7,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
98,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.5,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
99,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.6,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
100,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.4,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
101,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.5,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
102,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,5.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
103,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
104,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.0,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
105,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.9,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
106,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.9,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
107,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.4,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
108,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,3.1,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
109,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.0,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
110,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.6,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
111,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.7,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
112,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.3,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
113,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.5,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
114,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.7,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
115,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.1,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
116,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.4,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
117,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.6,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
118,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
119,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.6,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
120,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.4,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
121,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.3,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
122,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.8,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
123,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.1,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
124,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.5,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
125,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.2,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
126,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
127,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.1,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
128,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.6,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
129,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.9,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
130,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.8,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
131,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.7,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
132,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.6,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
133,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,5.0,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
134,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.2,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
135,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.7,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
136,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.0,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
137,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.6,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
138,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.7,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
139,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,5.0,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
140,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.6,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
141,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.2,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
142,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.9,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
143,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.2,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
144,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.2,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
145,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,4.0,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
146,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.5,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
147,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.3,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
148,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.1,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
149,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,3.4,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
150,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,3.6,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
151,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.8,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
152,Nanthikadal Lagoon,Nature,Mullaitivu,Mullaitivu,3.8,0,400,9.1833,80.8,Low,Large lagoon with diverse wildlife,"lagoon,wildlife,nature,scenic"
153,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,4.8,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
154,Mullaitivu Beach,Beach,Mullaitivu,Mullaitivu,4.4,200,800,9.2667,80.8167,Low,Scenic beach on northeastern coast,"beach,scenic,north,peaceful"
155,Mullaitivu War Memorial,Historical,Mullaitivu,Mullaitivu,3.4,0,300,9.2667,80.8167,Low,Memorial site of historical significance,"memorial,historical,war,landmark"
156,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,5.0,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
157,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.1,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
158,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.9,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
159,Chundikulam,Wildlife,Mullaitivu,Mullaitivu,4.8,800,2000,9.6333,80.3167,Medium,Protected wildlife area in north,"wildlife,protected,nature,birds"
160,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.1,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
161,Kokkilai Lagoon,Wildlife,Mullaitivu,Mullaitivu,4.2,500,1500,9.0333,80.8167,Medium,Important bird sanctuary with flamingos,"flamingo,birds,lagoon,wildlife"
